1,0.735231,0.443915,0.064663,0.074155,0.735231,0.443915,0.064663,0.074155
1,0.735154,0.444011,0.064339,0.074971,0.735154,0.444011,0.064339,0.074971
1,0.731349,0.453123,0.059162,0.075615,0.731349,0.453123,0.059162,0.075615
1,0.716369,0.44945,0.062888,0.073018,0.716369,0.44945,0.062888,0.073018
1,0.708058,0.460197,0.068811,0.083281,0.708058,0.460197,0.068811,0.083281
1,0.696531,0.472096,0.070411,0.087104,0.696531,0.472096,0.070411,0.087104
1,0.685841,0.484232,0.074049,0.090555,0.685841,0.484232,0.074049,0.090555
1,0.671949,0.513266,0.077387,0.093921,0.671949,0.513266,0.077387,0.093921
1,0.662116,0.523565,0.087144,0.097695,0.662116,0.523565,0.087144,0.097695
1,0.64906,0.521607,0.090739,0.101067,0.64906,0.521607,0.090739,0.101067
1,0.623971,0.551222,0.096835,0.109657,0.623971,0.551222,0.096835,0.109657
1,0.602618,0.583256,0.102929,0.121425,0.602618,0.583256,0.102929,0.121425
1,0.590002,0.639259,0.106957,0.136453,0.590002,0.639259,0.106957,0.136453
1,0.571655,0.693877,0.115312,0.155318,0.571655,0.693877,0.115312,0.155318
1,0.559443,0.73568,0.111086,0.166364,0.559443,0.73568,0.111086,0.166364
1,0.529637,0.796761,0.118287,0.189962,0.529637,0.796761,0.118287,0.189962
1,0.494477,0.859525,0.123203,0.211154,0.494477,0.859525,0.123203,0.211154
1,0.462827,0.903243,0.145409,0.18594,0.462827,0.903243,0.145409,0.18594
1,0.420193,0.941359,0.166367,0.121264,0.420193,0.941359,0.166367,0.121264
1,0.381916,0.991264,0.182977,0.016184,0.381916,0.991264,0.182977,0.016184
1,0.593335,0.4605,0.056361,0.055504,0.593335,0.4605,0.056361,0.055504
1,0.592577,0.447741,0.057426,0.057069,0.592577,0.447741,0.057426,0.057069
1,0.580038,0.43739,0.065888,0.05476,0.580038,0.43739,0.065888,0.05476
1,0.564742,0.448726,0.064803,0.05867,0.564742,0.448726,0.064803,0.05867
1,0.54949,0.473092,0.06815,0.062854,0.54949,0.473092,0.06815,0.062854
1,0.531434,0.487597,0.065857,0.066469,0.531434,0.487597,0.065857,0.066469
1,0.527809,0.505187,0.070851,0.085299,0.527809,0.505187,0.070851,0.085299
1,0.517685,0.528001,0.074633,0.082467,0.517685,0.528001,0.074633,0.082467
1,0.502245,0.554331,0.086062,0.087148,0.502245,0.554331,0.086062,0.087148
1,0.487464,0.570557,0.088236,0.09667,0.487464,0.570557,0.088236,0.09667
1,0.474668,0.595402,0.094407,0.105982,0.474668,0.595402,0.094407,0.105982
1,0.46549,0.63949,0.100629,0.113499,0.46549,0.63949,0.100629,0.113499
1,0.451649,0.660687,0.115139,0.124074,0.451649,0.660687,0.115139,0.124074
1,0.438312,0.674594,0.120924,0.141926,0.438312,0.674594,0.120924,0.141926
1,0.426962,0.695218,0.125953,0.146244,0.426962,0.695218,0.125953,0.146244
1,0.418055,0.745939,0.136056,0.182413,0.418055,0.745939,0.136056,0.182413
1,0.413497,0.779165,0.136511,0.190256,0.413497,0.779165,0.136511,0.190256
1,0.406009,0.870636,0.144607,0.232102,0.406009,0.870636,0.144607,0.232102
1,0.391843,0.919753,0.183272,0.148339,0.391843,0.919753,0.183272,0.148339
1,0.378798,0.991892,0.157956,0.015387,0.378798,0.991892,0.157956,0.015387
0,0.381916,0.991264,0.182977,0.016184,0.531434,0.487597,0.065857,0.066469
0,0.559443,0.73568,0.111086,0.166364,0.54949,0.473092,0.06815,0.062854
0,0.559443,0.73568,0.111086,0.166364,0.580038,0.43739,0.065888,0.05476
0,0.559443,0.73568,0.111086,0.166364,0.529443,0.75568,0.121086,0.176364
